Date,Open,High,Low,Close,Adj Close,Volume,MA5,MA10,MA20,MA60,MA120,MA240
2013-01-11,31.28,31.96,31.1,31.72,31.72,89598000,30.418000000000006,28.91499999999997,27.958999999999985,24.73966666666667,22.983416666666667,
2013-01-14,32.08,32.21,30.62,30.95,30.95,98892800,30.724,29.418999999999965,28.09449999999999,24.93016666666667,23.001666666666665,
2013-01-15,30.64,31.71,29.88,30.1,30.1,173242600,30.932,29.766999999999967,28.258999999999993,25.107166666666668,23.012916666666666,
2013-01-16,30.21,30.35,29.53,29.85,29.85,75332700,30.784,29.95199999999997,28.413999999999994,25.27333333333333,23.024583333333332,
2013-01-17,30.08,30.42,30.03,30.14,30.14,40256700,30.552,30.18899999999997,28.535499999999992,25.459333333333333,23.031249999999996,
2013-01-18,30.31,30.44,29.27,29.66,29.66,49631500,30.139999999999997,30.278999999999975,28.64799999999999,25.637,23.054666666666662,
2013-01-22,29.75,30.89,29.74,30.73,30.73,55243300,30.095999999999997,30.409999999999975,28.81649999999999,25.827166666666667,23.11316666666666,
2013-01-23,31.1,31.5,30.8,30.82,30.82,48899800,30.24,30.585999999999974,29.044499999999992,26.015833333333333,23.17708333333333,
2013-01-24,31.27,31.49,30.81,31.08,31.08,43845100,30.485999999999997,30.634999999999973,29.252,26.146666666666665,23.25516666666666,
2013-01-25,31.41,31.93,31.13,31.54,31.54,54363600,30.766,30.658999999999974,29.503499999999995,26.296333333333333,23.343999999999994,
2013-01-28,31.88,32.51,31.81,32.47,32.47,59682500,31.327999999999996,30.73399999999997,29.8245,26.471833333333333,23.447583333333327,
2013-01-29,32.0,32.07,30.71,30.79,30.79,72976500,31.339999999999996,30.71799999999997,30.0685,26.633166666666668,23.528416666666658,
2013-01-30,30.98,31.49,30.88,31.24,31.24,87682100,31.424,30.831999999999972,30.299500000000002,26.800333333333334,23.606083333333324,
2013-01-31,29.15,31.47,28.74,30.98,30.98,190744900,31.403999999999996,30.944999999999972,30.448500000000003,26.963666666666665,23.691583333333323,
2013-02-01,31.01,31.02,29.63,29.73,29.73,85856700,31.041999999999994,30.903999999999975,30.5465,27.105,23.76666666666666,
2013-02-04,29.06,29.2,28.01,28.11,28.11,92362200,30.169999999999998,30.748999999999974,30.514000000000003,27.220666666666663,23.825833333333325,
2013-02-05,28.26,28.96,28.04,28.64,28.64,47948200,29.740000000000002,30.53999999999997,30.475000000000005,27.35683333333333,23.88274999999999,
2013-02-06,28.74,29.29,28.66,29.05,29.05,38375900,29.302000000000003,30.36299999999997,30.474500000000006,27.50783333333333,23.944833333333328,
2013-02-07,29.11,29.15,28.27,28.65,28.65,34540100,28.836000000000006,30.11999999999997,30.377500000000005,27.665166666666664,24.013749999999995,
2013-02-08,28.89,29.17,28.51,28.55,28.55,37708800,28.600000000000012,29.82099999999997,30.240000000000002,27.806499999999996,24.074999999999996,
2013-02-11,28.61,28.68,28.04,28.26,28.26,37361800,28.630000000000006,29.399999999999967,30.067,27.9465,24.144916666666667,
2013-02-12,27.67,28.16,27.1,27.37,27.37,93498700,28.376000000000012,29.057999999999964,29.887999999999998,28.029999999999998,24.214249999999996,
2013-02-13,27.36,28.32,27.31,27.91,27.91,50164000,28.148000000000007,28.724999999999966,29.778499999999998,28.125666666666667,24.280083333333327,
2013-02-14,28.02,28.63,28.01,28.5,28.5,35615800,28.118000000000006,28.476999999999965,29.710999999999995,28.208000000000002,24.35791666666666,
2013-02-15,28.52,28.75,28.09,28.32,28.32,33109300,28.072000000000003,28.335999999999963,29.619999999999997,28.298,24.431916666666663,
2013-02-19,28.23,29.08,28.12,28.93,28.93,49396400,28.206000000000007,28.41799999999996,29.583499999999997,28.395166666666668,24.510999999999992,
2013-02-20,28.92,29.05,28.33,28.46,28.46,42098200,28.424000000000007,28.39999999999996,29.47,28.464166666666667,24.58641666666666,
2013-02-21,28.28,28.55,27.15,27.28,27.28,49642300,28.29800000000001,28.222999999999963,29.292999999999996,28.518833333333337,24.65416666666666,
2013-02-22,27.62,27.63,26.82,27.13,27.13,36350200,28.024000000000008,28.070999999999962,29.095499999999994,28.538666666666668,24.71908333333333,
2013-02-25,27.16,27.64,27.15,27.27,27.27,34652000,27.81400000000001,27.942999999999962,28.881999999999994,28.557333333333336,24.787166666666664,
2013-02-26,27.36,27.46,26.7,27.39,27.39,31611700,27.506000000000007,27.85599999999996,28.627999999999993,28.574500000000004,24.85633333333333,
2013-02-27,27.34,27.34,26.63,26.87,26.87,44319700,27.188000000000006,27.805999999999962,28.431999999999995,28.567000000000004,24.929749999999995,
2013-02-28,26.84,27.3,26.34,27.25,27.25,83027800,27.182000000000006,27.73999999999996,28.232499999999995,28.554500000000004,25.009083333333326,
2013-03-01,27.05,28.12,26.81,27.78,27.78,54064800,27.312000000000005,27.66799999999996,28.07249999999999,28.56683333333334,25.085749999999997,
2013-03-04,27.76,28.06,27.44,27.72,27.72,32400700,27.402000000000005,27.607999999999965,27.97199999999999,28.57116666666667,25.158749999999994,
2013-03-05,27.88,28.18,27.21,27.52,27.52,40622200,27.428000000000008,27.466999999999963,27.94249999999999,28.568,25.22991666666666,
2013-03-06,28.1,28.13,27.35,27.45,27.45,33532600,27.544000000000004,27.365999999999964,27.882999999999992,28.576000000000004,25.30191666666666,
2013-03-07,27.57,28.68,27.47,28.58,28.58,74540200,27.810000000000002,27.49599999999996,27.859499999999997,28.59416666666667,25.37816666666666,
2013-03-08,28.43,28.47,27.73,27.96,27.96,44198900,27.846000000000004,27.578999999999958,27.825,28.59616666666667,25.436749999999996,
2013-03-11,28.01,28.64,27.83,28.14,28.14,35642100,27.93,27.665999999999958,27.8045,28.59883333333334,25.49866666666666,
2013-03-12,28.1,28.32,27.6,27.83,27.83,27569600,27.992,27.709999999999958,27.783000000000005,28.603000000000005,25.547249999999995,
2013-03-13,27.62,27.65,26.92,27.08,27.08,39619500,27.918000000000006,27.730999999999955,27.768500000000007,28.58366666666667,25.593583333333324,
2013-03-14,27.1,27.43,26.83,27.04,27.04,27646400,27.610000000000003,27.709999999999958,27.725000000000005,28.587500000000002,25.63666666666666,
2013-03-15,27.03,27.06,26.56,26.65,26.65,31597400,27.348000000000003,27.59699999999996,27.632500000000004,28.585833333333337,25.664666666666662,
2013-03-18,26.37,26.79,25.78,26.49,26.49,26653700,27.018000000000008,27.473999999999954,27.541000000000004,28.565500000000004,25.697166666666657,
2013-03-19,26.53,26.9,26.21,26.55,26.55,25254200,26.76200000000001,27.37699999999996,27.422000000000004,28.55116666666667,25.72791666666666,
2013-03-20,26.68,26.69,25.78,25.86,25.86,44006500,26.51800000000002,27.21799999999996,27.292,28.52616666666667,25.77016666666666,
2013-03-21,25.66,26.11,25.56,25.74,25.74,24336100,26.25800000000002,26.933999999999962,27.215000000000003,28.517500000000002,25.815666666666655,
2013-03-22,25.8,26.01,25.63,25.73,25.73,18456300,26.07400000000002,26.710999999999967,27.145000000000003,28.497500000000002,25.85824999999999,
2013-03-25,25.75,25.8,25.08,25.13,25.13,39199000,25.802000000000014,26.409999999999968,27.038000000000004,28.474500000000003,25.898333333333323,
2013-03-26,25.08,25.48,25.03,25.21,25.21,26957200,25.534000000000017,26.147999999999968,26.92900000000001,28.460500000000007,25.927916666666658,
2013-03-27,25.0,26.28,24.72,26.09,26.09,52297400,25.580000000000016,26.048999999999968,26.890000000000008,28.463500000000003,25.96208333333333,
2013-03-28,26.09,26.17,25.52,25.58,25.58,28585700,25.548000000000016,25.902999999999963,26.80650000000001,28.44616666666667,25.98966666666666,
2013-04-01,25.63,25.89,25.28,25.53,25.53,22249300,25.508000000000017,25.79099999999996,26.69400000000001,28.405000000000005,26.020499999999995,
2013-04-02,25.77,26.12,25.3,25.42,25.42,35153300,25.56600000000002,25.683999999999962,26.579000000000008,28.365833333333338,26.049416666666666,
