Date,Open,High,Low,Close,Adj Close,Volume,MA4,MA8
1983-08-08,0.6,0.62,0.59,0.6,0.47,138493600.0,0.6500000000000004,0.7562499999999992
1983-08-15,0.6,0.62,0.58,0.6,0.48,119604800.0,0.6050000000000004,0.7124999999999991
1983-08-22,0.6,0.61,0.54,0.55,0.44,143802400.0,0.5875000000000004,0.6712499999999991
1983-08-29,0.55,0.69,0.54,0.68,0.54,229986400.0,0.6075000000000004,0.6524999999999991
1983-09-05,0.69,0.71,0.54,0.55,0.43,271572000.0,0.5950000000000003,0.622499999999999
1983-09-12,0.55,0.58,0.52,0.52,0.41,259151200.0,0.5750000000000003,0.5899999999999991
1983-09-19,0.52,0.6,0.4,0.43,0.34,877805600.0,0.5450000000000004,0.566249999999999
1983-09-26,0.44,0.46,0.4,0.41,0.33,490005600.0,0.47750000000000037,0.5424999999999991
1983-10-03,0.41,0.42,0.36,0.36,0.29,248113600.0,0.4300000000000003,0.5124999999999992
1983-10-10,0.36,0.43,0.33,0.41,0.32,485570400.0,0.4025000000000003,0.4887499999999992
1983-10-17,0.41,0.41,0.34,0.35,0.28,294543200.0,0.38250000000000034,0.4637499999999992
1983-10-24,0.35,0.39,0.32,0.37,0.29,183948800.0,0.37250000000000033,0.4249999999999992
1983-10-31,0.38,0.43,0.38,0.38,0.3,284194400.0,0.3775000000000004,0.40374999999999917
1983-11-07,0.38,0.39,0.31,0.36,0.28,516303200.0,0.3650000000000004,0.38374999999999915
1983-11-14,0.36,0.37,0.34,0.37,0.29,124868800.0,0.37000000000000033,0.37624999999999914
1983-11-21,0.37,0.39,0.36,0.37,0.29,90462400.0,0.37000000000000033,0.37124999999999914
1983-11-28,0.37,0.38,0.35,0.35,0.28,98515200.0,0.3625000000000004,0.36999999999999916
1983-12-05,0.35,0.4,0.35,0.39,0.31,101673600.0,0.37000000000000044,0.36749999999999916
1983-12-12,0.39,0.45,0.38,0.44,0.35,241511200.0,0.3875000000000004,0.37874999999999914
1983-12-19,0.44,0.45,0.41,0.44,0.35,175560000.0,0.40500000000000036,0.3874999999999991
1983-12-26,0.44,0.45,0.43,0.44,0.34,104899200.0,0.4275000000000003,0.39499999999999913
1984-01-02,0.44,0.52,0.44,0.5,0.39,229252800.0,0.4550000000000003,0.41249999999999915
1984-01-09,0.5,0.51,0.45,0.49,0.38,198990400.0,0.46750000000000036,0.4274999999999991
1984-01-16,0.49,0.53,0.48,0.51,0.4,199556000.0,0.48500000000000043,0.44499999999999906
1984-01-23,0.51,0.52,0.46,0.47,0.37,306264000.0,0.4925000000000005,0.459999999999999
1984-01-30,0.47,0.48,0.41,0.44,0.35,266520800.0,0.4775000000000005,0.466249999999999
1984-02-06,0.44,0.45,0.4,0.44,0.34,227567200.0,0.46500000000000047,0.466249999999999
1984-02-13,0.44,0.48,0.43,0.45,0.35,188876800.0,0.45000000000000046,0.46749999999999897
1984-02-20,0.45,0.49,0.44,0.48,0.38,144132800.0,0.4525000000000005,0.472499999999999
1984-02-27,0.48,0.5,0.45,0.49,0.38,187286400.0,0.4650000000000005,0.47124999999999895
1984-03-05,0.49,0.49,0.45,0.47,0.37,116250400.0,0.4725000000000005,0.4687499999999989
1984-03-12,0.47,0.5,0.47,0.48,0.38,129376800.0,0.4800000000000005,0.46499999999999897
1984-03-19,0.47,0.48,0.45,0.46,0.36,85775200.0,0.47500000000000053,0.463749999999999
1984-03-26,0.46,0.47,0.44,0.44,0.35,79167200.0,0.4625000000000005,0.46374999999999905
1984-04-02,0.44,0.45,0.41,0.42,0.33,93710400.0,0.45000000000000057,0.4612499999999991
1984-04-09,0.42,0.47,0.42,0.46,0.36,90938400.0,0.4450000000000006,0.46249999999999913
1984-04-16,0.46,0.51,0.45,0.5,0.4,181036800.0,0.4550000000000006,0.46499999999999914
1984-04-23,0.5,0.55,0.49,0.54,0.43,365204000.0,0.48000000000000065,0.47124999999999906
1984-04-30,0.54,0.6,0.53,0.54,0.43,401212000.0,0.5100000000000007,0.4799999999999991
1984-05-07,0.54,0.61,0.53,0.58,0.46,314109600.0,0.5400000000000007,0.4924999999999991
1984-05-14,0.57,0.57,0.51,0.53,0.42,221782400.0,0.5475000000000008,0.5012499999999991
1984-05-21,0.53,0.58,0.52,0.53,0.42,304673600.0,0.5450000000000008,0.5124999999999991
1984-05-28,0.53,0.54,0.5,0.54,0.43,221004000.0,0.5450000000000008,0.5274999999999991
1984-06-04,0.54,0.55,0.5,0.51,0.4,212424800.0,0.5275000000000007,0.5337499999999991
1984-06-11,0.51,0.53,0.5,0.52,0.41,126957600.0,0.5250000000000008,0.536249999999999
1984-06-18,0.52,0.55,0.51,0.51,0.4,155394400.0,0.5200000000000007,0.532499999999999
1984-06-25,0.51,0.52,0.43,0.47,0.37,238431200.0,0.5025000000000006,0.5237499999999989
1984-07-02,0.47,0.48,0.43,0.45,0.35,131891200.0,0.48750000000000066,0.507499999999999
1984-07-09,0.45,0.49,0.44,0.47,0.37,197176000.0,0.47500000000000064,0.4999999999999989
1984-07-16,0.47,0.47,0.45,0.45,0.36,125736800.0,0.4600000000000007,0.4899999999999989
1984-07-23,0.45,0.49,0.44,0.48,0.38,172754400.0,0.46250000000000074,0.48249999999999893
1984-07-30,0.48,0.49,0.43,0.49,0.39,383034400.0,0.47250000000000075,0.479999999999999
1984-08-06,0.49,0.55,0.49,0.51,0.4,477170400.0,0.48250000000000076,0.47874999999999895
1984-08-13,0.51,0.54,0.48,0.49,0.39,223288800.0,0.49250000000000077,0.47624999999999895
1984-08-20,0.49,0.52,0.48,0.5,0.4,173180000.0,0.49750000000000083,0.479999999999999
1984-08-27,0.5,0.51,0.47,0.47,0.37,102440800.0,0.4925000000000009,0.48249999999999893
1984-09-03,0.47,0.48,0.46,0.47,0.37,109457600.0,0.4825000000000009,0.48249999999999893
1984-09-10,0.47,0.51,0.46,0.5,0.39,201084800.0,0.4850000000000008,0.4887499999999989
1984-09-17,0.51,0.52,0.47,0.48,0.38,140588000.0,0.48000000000000087,0.48874999999999896
1984-09-24,0.48,0.49,0.44,0.45,0.35,174025600.0,0.4750000000000009,0.4837499999999989
1984-10-01,0.45,0.46,0.44,0.44,0.35,139876800.0,0.46750000000000097,0.474999999999999
1984-10-08,0.44,0.45,0.4,0.41,0.32,246411200.0,0.44500000000000095,0.46499999999999897
1984-10-15,0.43,0.49,0.43,0.46,0.36,272804000.0,0.44000000000000095,0.45999999999999897
1984-10-22,0.46,0.47,0.44,0.44,0.35,185304000.0,0.43750000000000094,0.45624999999999905
1984-10-29,0.44,0.45,0.44,0.44,0.35,65049600.0,0.437500000000001,0.4524999999999991
1984-11-05,0.44,0.47,0.41,0.42,0.33,236124000.0,0.440000000000001,0.4424999999999991
1984-11-12,0.43,0.44,0.41,0.42,0.33,154156800.0,0.43000000000000105,0.4349999999999991
1984-11-19,0.42,0.43,0.39,0.42,0.34,203011200.0,0.42500000000000104,0.4312499999999991
1984-11-26,0.43,0.47,0.43,0.44,0.35,230540800.0,0.42500000000000104,0.4312499999999991
1984-12-03,0.44,0.51,0.44,0.49,0.38,323271200.0,0.442500000000001,0.44124999999999903
1984-12-10,0.49,0.49,0.46,0.47,0.37,127080800.0,0.45500000000000096,0.442499999999999
1984-12-17,0.48,0.51,0.48,0.48,0.38,261760800.0,0.470000000000001,0.44749999999999907
1984-12-24,0.49,0.52,0.49,0.51,0.41,99702400.0,0.48750000000000104,0.4562499999999991
1984-12-31,0.52,0.52,0.5,0.51,0.4,171735200.0,0.4925000000000011,0.46749999999999914
1985-01-07,0.51,0.54,0.5,0.53,0.42,240217600.0,0.5075000000000012,0.4812499999999992
1985-01-14,0.55,0.56,0.5,0.51,0.4,406369600.0,0.5150000000000011,0.49249999999999916
1985-01-21,0.52,0.54,0.51,0.53,0.42,474073600.0,0.5200000000000011,0.5037499999999991
1985-01-28,0.54,0.55,0.51,0.51,0.4,385582400.0,0.5200000000000011,0.5062499999999991
1985-02-04,0.52,0.54,0.52,0.53,0.42,245000000.0,0.5200000000000011,0.5137499999999992
1985-02-11,0.54,0.55,0.49,0.5,0.4,425236000.0,0.5175000000000012,0.5162499999999992
1985-02-18,0.5,0.5,0.47,0.49,0.39,226139200.0,0.5075000000000012,0.5137499999999993
1985-02-25,0.49,0.5,0.43,0.44,0.35,314395200.0,0.49000000000000116,0.5049999999999993
1985-03-04,0.45,0.46,0.37,0.38,0.3,421254400.0,0.4525000000000012,0.4862499999999993
1985-03-11,0.4,0.42,0.39,0.4,0.32,294896000.0,0.4275000000000012,0.47249999999999936
1985-03-18,0.41,0.41,0.39,0.4,0.31,236006400.0,0.4050000000000012,0.4562499999999994
1985-03-25,0.4,0.41,0.39,0.4,0.31,139882400.0,0.39500000000000124,0.44249999999999945
1985-04-01,0.4,0.4,0.37,0.37,0.29,186502400.0,0.3925000000000013,0.42249999999999943
1985-04-08,0.37,0.39,0.35,0.37,0.29,227186400.0,0.38500000000000134,0.40624999999999944
1985-04-15,0.38,0.41,0.38,0.4,0.32,137295200.0,0.38500000000000134,0.39499999999999946
1985-04-22,0.4,0.4,0.39,0.39,0.31,126789600.0,0.3825000000000014,0.3887499999999995
1985-04-29,0.39,0.39,0.34,0.36,0.28,175543200.0,0.38000000000000134,0.3862499999999995
1985-05-06,0.36,0.37,0.35,0.36,0.29,142822400.0,0.3775000000000013,0.3812499999999995
1985-05-13,0.36,0.4,0.35,0.39,0.31,195451200.0,0.37500000000000133,0.3799999999999995
1985-05-20,0.39,0.4,0.32,0.32,0.26,324732800.0,0.35750000000000137,0.3699999999999995
1985-05-27,0.32,0.32,0.3,0.31,0.25,360466400.0,0.3450000000000014,0.3624999999999995
1985-06-03,0.3,0.32,0.29,0.29,0.23,502695200.0,0.32750000000000146,0.3524999999999995
1985-06-10,0.29,0.29,0.26,0.26,0.21,452508000.0,0.2950000000000015,0.33499999999999946
1985-06-17,0.27,0.29,0.27,0.29,0.23,257622400.0,0.2875000000000015,0.32249999999999945
1985-06-24,0.31,0.33,0.31,0.32,0.25,240021600.0,0.2900000000000015,0.31749999999999945
1985-07-01,0.32,0.33,0.31,0.31,0.25,71562400.0,0.2950000000000015,0.31124999999999947
1985-07-08,0.31,0.32,0.31,0.32,0.25,114525600.0,0.3100000000000015,0.30249999999999944
1985-07-15,0.32,0.33,0.31,0.31,0.25,158300800.0,0.3150000000000015,0.30124999999999946
1985-07-22,0.31,0.31,0.29,0.3,0.23,243829600.0,0.3100000000000015,0.29999999999999943
1985-07-29,0.3,0.3,0.28,0.28,0.22,99176000.0,0.3025000000000015,0.2987499999999994
1985-08-05,0.28,0.29,0.27,0.27,0.22,128968000.0,0.2900000000000015,0.2999999999999994
1985-08-12,0.27,0.28,0.26,0.26,0.21,144054400.0,0.27750000000000147,0.29624999999999935
1985-08-19,0.27,0.27,0.26,0.26,0.21,89790400.0,0.26750000000000146,0.28874999999999934
1985-08-26,0.27,0.27,0.27,0.27,0.21,54628000.0,0.26500000000000146,0.28374999999999934
1985-09-02,0.27,0.27,0.26,0.27,0.21,52656800.0,0.26500000000000146,0.27749999999999936
1985-09-09,0.27,0.29,0.27,0.28,0.22,130720800.0,0.27000000000000146,0.2737499999999993
1985-09-16,0.28,0.31,0.27,0.3,0.24,165592000.0,0.28000000000000147,0.2737499999999993
1985-09-23,0.3,2.0,0.28,1.99,1.57,91418400.0,0.7100000000000014,0.48749999999999927
1985-09-30,0.28,0.29,0.27,0.27,0.21,66236800.0,0.7100000000000014,0.4874999999999993
